ip	finger	hash	name	race	background	date	class	justClass	subclass	level	feats	HP	AC	Str	Dex	Con	Int	Wis	Cha	alignment	skills	weapons	spells	day	castingStat	country	countryCode	processedAlignment	good	lawful	processedRace	processedSpells	processedWeapons	levelGroup	alias
b151437	111309a	23367fa3	29ca76	Goliath	Outlander	2018-05-03T15:01:35Z	Revised Ranger 3	Revised Ranger	Hunter Conclave	3		24	13	16	15	14	10	12	8	Neuteral Good	Athletics|Stealth|Nature|Animal Handling|Survival	Longbow|Greataxe		05 03 2018	Wis	United States	US	NG	NA	NA	Goliath		Longbow|Greataxe	1-3	focused_wing
6e5702c	cc80c68	cca6df31	ebf624	Human	Soldier	2018-05-02T16:42:07Z	Ranger 3	Ranger	Hunter	3	Sharpshooter	25	14	13	16	13	8	14	10		Athletics|Stealth|Animal Handling|Perception|Survival|Intimidation	Shortsword|Longbow		05 02 2018	Wis	United Kingdom	GB		NA	NA	Human		Shortsword|Longbow	1-3	gracious_booth
fbe043a	18f7f9a	5b1f4f0a	c02930	Half-Elf	Courtier	2018-05-01T14:44:38Z	Bard 3	Bard	College of Lore	3		24	13	10	14	14	9	12	17		Acrobatics|Sleight of Hand|History|Insight|Medicine|Deception|Performance|Persuasion	Rapier|Dagger		05 01 2018	Cha	United States	US		NA	NA	Half-Elf		Rapier|Dagger	1-3	sleepy_morse
4659a69	1a66e25	54aab4d1	59c905	Dragonborn	Acolyte	2018-04-29T23:50:12Z	Barbarian 3	Barbarian	Path of the Berserker	3		29	13	17	14	13	12	10	9		Religion|Insight	Greataxe|Handaxe|Javelin		04 29 2018	Int	United States	US		NA	NA	Dragonborn		Greataxe|Handaxe|Javelin	1-3	sad_saha
4659a69	1a66e25	94fbb449	4b7f11	Wood Elf	Custom	2018-04-29T23:49:31Z	Ranger 3	Ranger	Beast Master	3		25	15	12	18	13	10	17	8		Stealth|Nature|Animal Handling|Insight|Perception|Survival	Shortsword|Longbow		04 29 2018	Wis	United States	US		NA	NA	Elf		Shortsword|Longbow	1-3	elegant_germain
4659a69	1a66e25	aec13d79	b6cafc	Half-Elf	Acolyte	2018-04-29T23:48:39Z	Rogue 3	Rogue	Assassin	3		21	13	15	14	13	12	10	10		Acrobatics|Sleight of Hand|Stealth|Religion|Insight|Intimidation|Performance|Persuasion	Rapier|Shortbow|Dagger		04 29 2018	Int	United States	US		NA	NA	Half-Elf		Rapier|Shortbow|Dagger	1-3	laughing_raman
613ab55	53632e0	298eab71	c4f9bf	Meio-Orc	Cavaleiro	2018-04-28T06:57:27Z	Paladin 3	Paladin	Oath of Vengeance	3		28	18	19	10	14	12	10	17	Leal e Neutro	Athletics|Arcana|Religion|Intimidation|Persuasion	Machado Grande	Bane*1|Hunter’s Mark*1	04 27 2018	Cha	Brazil	BR	LN	NA	NA	Orc	Bane*1|Hunter's Mark*1		1-3	happy_panini
a254a9c	32d966d	e0ba137e	60e240	Triton	Knight	2018-04-27T20:10:27Z	Fighter 3	Fighter	Samurai	3		28	18	16	14	14	8	10	13	LG	Athletics|Acrobatics|History|Insight|Persuasion	Lance|Handaxe		04 27 2018	Int	United States	US	LG	NA	NA	Triton		Lance|Handaxe	1-3	xenodochial_keldysh
a254a9c	32d966d	35ec74d1	79f29c	Goliath	Barbarian Tribe Member	2018-04-27T20:09:33Z	Barbarian 3	Barbarian	Path of the Zealot	3		32	12	17	10	15	8	12	13		Athletics|Perception|Survival|Intimidation	Greataxe|Handaxe|Javelin		04 27 2018	Int	United States	US		NA	NA	Goliath		Greataxe|Handaxe|Javelin	1-3	objective_hugle
a254a9c	32d966d	a3ccfb3f	7ea9e1	Tabaxi	Urban Bounty Hunter	2018-04-27T20:07:37Z	Rogue 3	Rogue	Assassin	3		24	14	8	17	14	10	12	14	CN	Athletics|Acrobatics|Sleight of Hand|Stealth|Investigation|Perception|Deception|Persuasion	Rapier|Shortbow|Dagger		04 27 2018	Int	United States	US	CN	NA	NA	Tabaxi		Rapier|Shortbow|Dagger	1-3	practical_perlman
7bbab3f	f0b345a	a0305c51	1c5783	Stout Halfling	Barbarian Tribe Member	2018-04-27T19:23:27Z	Barbarian 3	Barbarian	Path of the Berserker	3		38	16	16	16	16	13	14	14		Athletics|Nature|Animal Handling|Survival	Greataxe|Handaxe|Javelin		04 27 2018	Int	Netherlands	NL		NA	NA	Halfling		Greataxe|Handaxe|Javelin	1-3	frosty_chatterjee
7483a4d	fb7452d	858f8b8c	aa5dea	Goliath		2018-04-27T17:21:53Z	Cleric 3	Cleric	Forge Domain	3		31	18	16	13	16	8	16	12	neutral	Athletics|Insight|Survival|Persuasion	Mace|Spear	Identify*1|Searing Smite*1|Heat Metal*2|Magic Weapon*2	04 27 2018	Wis	Netherlands	NL	NN	NA	NA	Goliath	Identify*1|Searing Smite*1|Heat Metal*2|Magic Weapon*2	Mace|Spear	1-3	frosty_greider
72303b8	d2af2ff	f7516dc0	9cf749	Scourge Aasimar	Folk Hero	2018-04-26T20:25:17Z	Paladin 3	Paladin	OathBreaker	3		32	18	16	13	16	8	12	16		Athletics|Animal Handling|Survival|Intimidation	Longsword|Javelin	Hellish Rebuke*1|Inflict Wounds*1	04 26 2018	Cha	Netherlands	NL		NA	NA	Aasimar	Hellish Rebuke*1|Inflict Wounds*1	Longsword|Javelin	1-3	affectionate_booth
	d10e50b	2ddb7c81	d43cfb	Dark Elf	Far Traveler	2018-04-26T19:26:14Z	Fighter 3	Fighter	Eldritch Knight	3		28	18	15	10	15	14	10	9		History|Animal Handling|Insight|Perception	Longsword|Crossbow, light		04 26 2018	Int	Canada	CA		NA	NA	Elf		Longsword|Crossbow, Light	1-3	nervous_nobel
72303b8	d2af2ff	9f185bdd	f22218	Scourge Aasimar	Knight	2018-04-26T19:07:59Z	Fighter 3	Fighter	Samurai	3		36	16	16	13	16	8	14	14	lawful good	Athletics|Animal Handling|Insight|Perception	Longsword|Shortsword|Longbow		04 26 2018	Int	Netherlands	NL	LG	NA	NA	Aasimar		Longsword|Shortsword|Longbow	1-3	amazing_antonelli
2ccf4e2	5bb35ec	78a69fe5	d9db19	Goblin	Charlatan	2018-04-24T19:03:03Z	Rogue 3	Rogue	Assassin	3		24	16	10	20	15	14	11	14		Acrobatics|Sleight of Hand|Stealth|Investigation|Perception|Deception	Shortsword|Shortbow|Dagger		04 24 2018	Int	Brazil	BR		NA	NA	Goblin		Shortsword|Shortbow|Dagger	1-3	hopeful_mahavira
2ccf4e2	5bb35ec	209146d2	f22e11	Tiefling	Cloistered Scholar	2018-04-24T19:02:21Z	Cleric 3	Cleric	Life Domain	3		24	18	13	11	14	13	16	13		History|Religion|Insight|Medicine	Mace|Crossbow, light	Bless*1|Cure Wounds*1|Lesser Restoration*2|Spiritual Weapon*2	04 24 2018	Wis	Brazil	BR		NA	NA	Tiefling	Bless*1|Cure Wounds*1|Lesser Restoration*2|Spiritual Weapon*2	Mace|Crossbow, Light	1-3	distracted_tu
2ccf4e2	5bb35ec	30d0c193	f43341	Human	Hermit	2018-04-24T19:01:08Z	Monk 3	Monk	Way of the Open Hand	3		27	17	12	18	16	14	17	13		Acrobatics|History|Religion|Medicine	Club|Dart|Unarmed strike		04 24 2018	Int	Brazil	BR		NA	NA	Human		Club|Dart|Unarmed Strike	1-3	friendly_jepsen
5c38a1c	223134e	1f84031a	7f550f	Variant	Faction Agent	2018-04-21T16:14:57Z	Paladin 3	Paladin	Oath of Ancients	3		28	18	15	12	14	10	8	17		Athletics|Religion|Insight|Perception|Intimidation|Persuasion	Longsword|Javelin	Ensnaring Strike*1|Speak with Animals*1	04 21 2018	Cha	United States	US		NA	NA	Half-Elf	Ensnaring Strike*1|Speak with Animals*1	Longsword|Javelin	1-3	priceless_mendel
5c38a1c	223134e	8ba58c95	0048c5	Firbolg	Sage	2018-04-21T16:10:19Z	Druid 3	Druid	Circle of the Moon	3		21	14	11	13	12	14	17	8		Arcana|History|Nature|Insight	Quarterstaff|Javelin|Sling		04 21 2018	Wis	United States	US		NA	NA	Firbolg		Quarterstaff|Javelin|Sling	1-3	frosty_brahmagupta
b7cd03c	52b4dd8	560ef5f6	b99519	Tabaxi	Sailor	2018-04-19T17:21:07Z	Bard 3	Bard	College of Swords	3		27	15	12	18	17	13	14	18		Athletics|Stealth|Arcana|Religion|Perception|Performance	Rapier|Dagger		04 19 2018	Cha	Brazil	BR		NA	NA	Tabaxi		Rapier|Dagger	1-3	kind_pike
95422e5	d7c747d	8c54e676	ed15b3	Human	Soldier	2018-04-18T15:34:24Z	Rogue 3	Rogue	Assassin	3	Alert	24	15	9	16	14	14	14	11	Neutral	Athletics|Acrobatics|Stealth|Insight|Perception|Deception|Intimidation	Rapier|Shortbow|Dagger		04 18 2018	Int	United States	US	NN	NA	NA	Human		Rapier|Shortbow|Dagger	1-3	wonderful_grothendieck
d580ce9	d580ce9	b3e092f8	aa5dea	Half-Orc	Knight	2018-04-16T21:33:57Z	Fighter 3	Fighter	Champion	3		29	16	19	14	15	11	9	9		Athletics|Nature|Perception|Intimidation|Persuasion	Shortsword|Shortsword|Handaxe		04 16 2018	Int	NA	NA		NA	NA	Half-Orc		Shortsword|Handaxe	1-3	frosty_greider
d580ce9	d580ce9	e427fa81	8d0d65	Wood Elf	Folk Hero	2018-04-16T21:33:57Z	Rogue 3	Rogue	Thief	3		21	14	8	16	13	9	16	11		Sleight of Hand|Stealth|Animal Handling|Insight|Perception|Survival|Deception	Rapier|Shortbow|Dagger		04 16 2018	Int	NA	NA		NA	NA	Elf		Rapier|Shortbow|Dagger	1-3	silly_poitras
d580ce9	d580ce9	b7d46c96	aa5dea	Goliath	Entertainer	2018-04-16T21:33:57Z	Bard 3	Bard	College of Swords	3		27	12	16	12	16	8	13	16		Athletics|Acrobatics|Sleight of Hand|Deception|Performance|Persuasion	Longsword|Dagger		04 16 2018	Cha	NA	NA		NA	NA	Goliath		Longsword|Dagger	1-3	frosty_greider
d580ce9	d580ce9	bbc54c2e	ad7875	Turtle	Hermit	2018-04-08T09:08:33Z	Barbarian 3	Barbarian	Path of the Berserker	3		32	19	19	12	14	8	12	13		Nature|Religion|Animal Handling|Medicine|Survival	Greataxe|Handaxe|Javelin		04 08 2018	Int	NA	NA		NA	NA	Turtle		Greataxe|Handaxe|Javelin	1-3	elegant_chebyshev
d580ce9	d580ce9	5faa2133	f1fa28	Half-Elf	Mercenary Veteran	2018-04-07T15:40:55Z	Ranger 3	Ranger	Beast Master	3		32	16	10	16	14	13	13	10		Athletics|Stealth|Animal Handling|Insight|Medicine|Survival|Persuasion	Shortsword|Crossbow, light		04 07 2018	Wis	NA	NA		NA	NA	Half-Elf		Shortsword|Crossbow, Light	1-3	confident_cori
	f17a551	4657fbb3	6c9f54	Human	Urchin	2019-04-04T04:48:19Z	Fighter 2	Fighter		2	Sharpshooter	18	15	4	18	14	12	14	10	Legal Good	Sleight of Hand|Stealth|Insight|Perception|Survival	Shortsword|Crossbow, heavy|Pistol|Musket		04 03 2019	Int	Canada	CA	LN	NA	NA	Human		Shortsword|Crossbow, Heavy	1-3	inspiring_swirles
dfe8269	36feff9	9d8af53d	abeb2b	Human	Charlatan	2019-04-04T02:00:29Z	Fighter 2	Fighter		2	Magic Initiate	22	18	16	18	12	14	15	10		Athletics|Sleight of Hand|History|Survival|Deception	Rapier|Crossbow, light|Kukri|Dagger	Fire Bolt *0|Mold Earth *0|Ice Knife *1	04 03 2019	Int	United States	US		NA	NA	Human	Fire Bolt*0|Mold Earth*0|Ice Knife*1	Rapier|Crossbow, Light|Dagger	1-3	jovial_pike
ea417e1	2723c75	545cc9a6	110f28	High Elf	Urchin	2019-04-03T19:42:29Z	Wizard 2	Wizard	Bladesinging	2		16	15	8	16	14	16	10	10	Chaotic Good	Sleight of Hand|Stealth|Arcana|Investigation|Perception|Performance	Longbow|Rapier|Dagger	Fire Bolt*0|Green-Flame Blade*0|Minor Illusion*0|Sword Burst*0|Absorb Elements*1|Burning Hands*1|Chromatic Orb*1|Feather Fall*1|Find Familiar*1|Mage Armor*1|Shield*1|Sleep*1	04 03 2019	Int	United States	US	CG	NA	NA	Elf	Fire Bolt*0|Green-Flame Blade*0|Minor Illusion*0|Sword Burst*0|Absorb Elements*1|Burning Hands*1|Chromatic Orb*1|Feather Fall*1|Find Familiar*1|Mage Armor*1|Shield*1|Sleep*1	Longbow|Rapier|Dagger	1-3	keen_liskov
30973e9	710dc04	d4f15fb1	10eb82	Half-Elf	Sage	2019-04-02T16:22:07Z	Cleric 2	Cleric	Life Domain	2		12	14	12	12	15	13	6	15	Chaotic Good	Arcana|History|Religion|Insight|Medicine|Persuasion	Mace|Crossbow, light	Bless*1|Cure Wounds*1	04 02 2019	Wis	United Kingdom	GB	CG	NA	NA	Half-Elf	Bless*1|Cure Wounds*1	Mace|Crossbow, Light	1-3	vigorous_goodall
	9061364	ff61c501	ae770c	High Elf	Inheritor	2019-03-30T13:07:57Z	Paladin 2	Paladin		2		12	18	10	12	10	16	11	15	lawful neutral	History|Perception|Survival|Intimidation|Persuasion	Longsword|Javelin		03 30 2019	Cha	Canada	CA	LN	NA	NA	Elf		Longsword|Javelin	1-3	pedantic_grothendieck
	bf288ee	06a190a3	537768	Hill Dwarf	Sailor	2019-03-29T07:51:54Z	Cleric 2	Cleric	Tempest Domain	2		18	19	15	12	16	10	17	8		Athletics|Religion|Insight|Perception	Warhammer|Javelin	Guidance*0|Light*0|Sacred Flame*0|Fog Cloud*1|Thunderwave*1	03 29 2019	Wis	Canada	CA		NA	NA	Dwarf	Guidance*0|Light*0|Sacred Flame*0|Fog Cloud*1|Thunderwave*1	Warhammer|Javelin	1-3	dazzling_goldstine
7e9e8da	9f7c57c	4bc01a22	0a3ecb	Triton	Sage	2019-03-28T15:48:52Z	Sorcerer 2	Sorcerer	Storm Sorcery	2		14	11	12	12	13	15	15	17		Arcana|History|Insight|Persuasion	Crossbow, light|Dagger	Light*0|Prestidigitation*0|Ray Of Frost*0|Shocking Grasp*0|Shield*1|Magic Missile*1|Chromatic Orb*1	03 28 2019	Cha	United States	US		NA	NA	Triton	Light*0|Prestidigitation*0|Ray of Frost*0|Shocking Grasp*0|Shield*1|Magic Missile*1|Chromatic Orb*1	Crossbow, Light|Dagger	1-3	hungry_goldberg
7e9e8da	9f7c57c	8aa56bd7	c19cba	Wood Elf	Acolyte	2019-03-28T15:14:57Z	Cleric 2	Cleric	Light Domain	2		22	18	15	18	17	14	18	13	Chaotic Good	Religion|Insight|Medicine|Perception|Persuasion	Mace|Crossbow, light|Longsword	Light*0|Sacred Flame (1d8)*0|Thaumaturgy*0|Spare The Dying*0|Burning Hands (3d6)*1|Faerie Fire *1|Cure Wound 1d8+caster*1|Guiding Bolt (4d6)*1|Inflicting Wound (3d10)*1|Bless (+1d4x3)*1	03 28 2019	Wis	United States	US	CG	NA	NA	Elf	Light*0|Sacred Flame*0|Thaumaturgy*0|Spare the Dying*0|Burning Hands*1|Faerie Fire*1|Guiding Bolt*1|Bless*1	Mace|Crossbow, Light|Longsword	1-3	stupefied_dirac
4b09582	65d28fc	be890063	b1190c	Githzerai	Sailor	2019-03-27T21:53:11Z	Druid 2	Druid	Circle of the Land	2		12	15	13	14	7	15	18	11		Athletics|Religion|Animal Handling|Perception	Scimitar		03 27 2019	Wis	United States	US		NA	NA	Gith		Scimitar	1-3	agitated_lumiere
4b09582	65d28fc	8e037905	13b3e7	Dark Elf	Acolyte	2019-03-27T21:51:19Z	Ranger 2	Ranger		2		24	12	9	14	14	11	11	16		Athletics|Religion|Animal Handling|Insight|Perception|Survival	Shortsword|Longbow		03 27 2019	Wis	United States	US		NA	NA	Elf		Shortsword|Longbow	1-3	adoring_minsky
4b09582	65d28fc	8d1d656b	d47356	High Elf	Inheritor	2019-03-27T21:12:03Z	Blood Hunter 2	Blood Hunter		2		22	13	12	16	12	18	10	6		Arcana|Investigation|Religion|Insight|Perception|Survival	Warhammer|Crossbow, Light		03 27 2019	Int	United States	US		NA	NA	Elf		Warhammer|Crossbow, Light	1-3	friendly_swartz
		fc02acc2	ce2c5d	Human	Soldier	2019-03-25T00:11:49Z	Paladin 2	Paladin		2	Polearm Master	19	15	17	9	14	12	14	17		Athletics|Religion|Intimidation|Persuasion	Glaive|Pike|Javelin		03 24 2019	Cha	Canada	CA		NA	NA	Human		Glaive|Pike|Javelin	1-3	youthful_solomon
0add095		93d6ffc5	d9db84			2019-03-25T00:09:02Z	Paladin 2	Paladin		2	Polearm Master	10	11	11	12	13	14	15	16					03 24 2019	Int	Turkey	TR		NA	NA				1-3	upbeat_wu
	bf288ee	4cfd921d	223072	Hill Dwarf	Sailor	2019-03-23T17:31:30Z	Cleric 2	Cleric	Tempest Domain	2		18	18	15	12	16	10	17	8		Athletics|Religion|Insight|Perception	Warhammer|Javelin	Fog Cloud*1|Thunderwave*1	03 23 2019	Wis	Canada	CA		NA	NA	Dwarf	Fog Cloud*1|Thunderwave*1	Warhammer|Javelin	1-3	friendly_panini
5389ecc	6ef39ef	b05aa002	956f97	Tortle	Acolyte	2019-03-17T14:54:12Z	Cleric 2	Cleric	Life Domain	2		17	18	14	9	14	12	16	10		Religion|Insight|Medicine|Perception|Survival	Mace|Crossbow, light|Claws	Bless*1|Cure Wounds*1	03 17 2019	Wis	Italy	IT		NA	NA	Turtle	Bless*1|Cure Wounds*1	Mace|Crossbow, Light	1-3	happy_rosalind
8e27f64	82b9b66	7d31fef1	70b3a2	High Elf	Cloistered Scholar	2019-03-14T09:33:59Z	Ranger 2	Ranger		2		11	14	14	17	10	14	12	8		Athletics|Stealth|History|Nature|Animal Handling|Perception	Shortsword|Longbow	Favored Enemy*0|Natural Explorer*0	03 14 2019	Wis	Netherlands	NL		NA	NA	Elf	*	Shortsword|Longbow	1-3	happy_nash
6d7aff0	f30fcc2	22d5bb67	dcb884	Hill Dwarf	Hermit	2019-03-14T04:48:41Z	Druid 2	Druid	Circle of the Moon	2		19	15	11	14	14	10	17	8	True Neutral	Arcana|Religion|Medicine|Perception	Scimitar	Guidance*0|Thorn Whip*0|Animal Friendship*1|Charm Person*1|Cure Wounds*1|Detect Magic*1|Entangle*1|Fairy Fire*1|Fog Cloud*1|Goodberry*1|Healing Word*1|Longstrider*1|Speak with Animals*1|Thunderwave*1	03 13 2019	Wis	Costa Rica	CR	NN	NA	NA	Dwarf	Guidance*0|Thorn Whip*0|Animal Friendship*1|Charm Person*1|Cure Wounds*1|Detect Magic*1|Entangle*1|Faerie Fire*1|Fog Cloud*1|Goodberry*1|Healing Word*1|Longstrider*1|Speak with Animals*1|Thunderwave*1	Scimitar	1-3	inspiring_chatterjee
3bfac75	6011d0c	8e0f2ffd	b8665d	Rock Gnome	Criminal	2019-03-13T19:18:02Z	Warlock 2	Warlock	The Great Old One	2		17	12	8	10	14	14	14	15		Stealth|Arcana|History|Deception	Crossbow, light|Dagger|Eldritch Blast	Eldritch Blast*0|Mage Hand*0|Armor Of Agathys*1|Dissonant Whispers*1|Hex*1	03 13 2019	Cha	United States	US		NA	NA	Gnome	Eldritch Blast*0|Mage Hand*0|Armor of Agathys*1|Dissonant Whispers*1|Hex*1	Crossbow, Light|Dagger	1-3	gifted_ardinghelli
6d7aff0	f30fcc2	49dd5a55	1bc5f1	High Elf	Sage	2019-03-10T23:01:51Z	Wizard 2	Wizard	School of Divination	2		14	12	10	15	15	18	14	13		Arcana|History|Investigation|Insight|Perception	Quarterstaff	Friends*0|Minor Illusion*0|Fire Bolt*0|Magic Missle*1|Mage Armor*1|Thunderwave*1	03 10 2019	Int	Costa Rica	CR		NA	NA	Elf	Friends*0|Minor Illusion*0|Fire Bolt*0|Magic Missile*1|Mage Armor*1|Thunderwave*1	Quarterstaff	1-3	cranky_goldwasser
ea417e1	d391486	547036c7	d74a55	Dragonborn	Soldier	2019-03-06T20:54:35Z	Fighter 2	Fighter		2		17	16	17	13	12	10	12	12	Chaotic Good	Athletics|Acrobatics|Perception|Intimidation	Greatsword|Longbow|Handaxe|Dagger|Unarmed strike		03 06 2019	Int	United States	US	CG	NA	NA	Dragonborn		Greatsword|Longbow|Handaxe|Dagger|Unarmed Strike	1-3	optimistic_morse
5643fc5	7054865	c2487ec2	0fb6c8	Forest Gnome	Sage	2019-02-25T00:37:54Z	Wizard 2	Wizard	War Magic	2		12	14	10	16	10	18	11	10	Chaotic Good	Arcana|History|Investigation|Insight	Dagger|Crossbow, light	Fire Bolt 1d10*0|Minor Illusion*0|Ray of Frost 1d8*0|Sword Burst 1d6(f)*0|Burning Hands 3d6*1|Cause Fear ()*1|Chromatic Orb 3d8 (c)*1|Feather Fall ()*1|Ice Knife 1d10 (p) 2d6 5ft*1|Identify ()*1|Magic Missle 1d4+1 x3*1|Shield ()*1|Tasha's Hideous Laughter*1|Tenser's Floating Disk ()*1|Witch Bolt 1d12*1	02 24 2019	Int	United States	US	CG	NA	NA	Gnome	Fire Bolt*0|Minor Illusion*0|Ray of Frost*0|Sword Burst*0|Burning Hands*1|Cause Fear*1|Chromatic Orb*1|Feather Fall*1|Ice Knife*1|Identify*1|Shield*1|Tasha's Hideous Laughter*1|Tenser's Floating Disk*1|Witch Bolt*1	Dagger|Crossbow, Light	1-3	inspiring_goldstine
0ac15e8	54f9ed8	132cd9be	02c09a	Hill Dwarf	Sailor	2019-02-23T15:12:02Z	Cleric 2	Cleric	Tempest Domain	2		19	18	13	10	15	9	17	12	Chaotic Good	Athletics|Insight|Medicine|Perception	Warhammer|Crossbow, light	Guidance*0|Sacred Flame *0|Thaumaturgy*0|Fog Cloud*1|Thunderwave*1|Bless*1|Cure Wounds *1|Guiding Bolt*1|Healing Word*1|Sanctuary*1	02 23 2019	Wis	United States	US	CG	NA	NA	Dwarf	Guidance*0|Sacred Flame*0|Thaumaturgy*0|Fog Cloud*1|Thunderwave*1|Bless*1|Cure Wounds*1|Guiding Bolt*1|Healing Word*1|Sanctuary*1	Warhammer|Crossbow, Light	1-3	pedantic_kapitsa
9844c85	0fc87ce	a4f9f440	657bb8	Human	Custom	2019-02-23T13:18:37Z	Sorcerer 2	Sorcerer	Draconic Bloodline	2		16	14	9	13	15	14	11	16		Arcana|Investigation|Insight|Persuasion	Crossbow, light|Dagger	Alter self*1	02 23 2019	Cha	Brazil	BR		NA	NA	Human	*	Crossbow, Light|Dagger	1-3	relaxed_chandrasekhar
8d2fd78		35f59fb2	3a8a95	Wood Elf	City Watch	2019-02-20T09:26:07Z	Monk 2	Monk		2		13	17	11	17	10	10	18	11	Neutral Good 	Acrobatics|Stealth|Investigation|Insight|Perception	Dagger|Unarmed strike|Shortsword		02 20 2019	Int	Australia	AU	NG	NA	NA	Elf		Dagger|Unarmed Strike|Shortsword	1-3	wonderful_kowalevski
7e9e8da	62dd302	f90d2f3b	281375	Goliath	Soldier	2019-02-18T15:47:36Z	Fighter 2	Fighter		2		26	17	20	16	16	8	12	11		Athletics|Acrobatics|Survival|Intimidation	Greataxe|Warhammer|Crossbow, light		02 18 2019	Int	United States	US		NA	NA	Goliath		Greataxe|Warhammer|Crossbow, Light	1-3	dazzling_dubinsky
7e9e8da	62dd302	4e834e34	7b6bf4	Half-Elf	Folk Hero	2019-02-18T15:28:51Z	Druid 2	Druid	Circle of the Land	2		18	16	16	14	13	15	12	17		Arcana|Investigation|Animal Handling|Insight|Perception|Survival	Scimitar|Javelin|Spear	Poison Spray (1d12 Cons Save)*0|Thorn Whip (1d6)*0|Shillelagh*0|Healing Word*1|Thunderwave (2d8) Con Save*1|Goodberry (10 Berries /1hp Each)*1	02 18 2019	Wis	United States	US		NA	NA	Half-Elf	Poison Spray*0|Thorn Whip*0|Shillelagh*0|Healing Word*1|Thunderwave*1|Goodberry*1	Scimitar|Javelin|Spear	1-3	amazing_hamilton
25e862c	5667a08	24f8ff2c	687e27	Lightfoot Halfling	Charlatan	2019-02-18T11:44:57Z	Bard 2	Bard		2		18	14	8	16	13	12	10	16	CN	Sleight of Hand|Deception|Intimidation|Performance|Persuasion	Shortbow|Dagger	Friends*0|Vicious Mockery*0|Charm Person*1|Comprehend Languages*1|Earth Tremor*1|Speak With Animals*1|Tarda's Hideous Laughter*1	02 18 2019	Cha	Brazil	BR	CN	NA	NA	Halfling	Friends*0|Vicious Mockery*0|Charm Person*1|Comprehend Languages*1|Earth Tremor*1|Speak with Animals*1|Tasha's Hideous Laughter*1	Shortbow|Dagger	1-3	condescending_liskov
0287f87		4fdf405f	fd27e5	Human	Entertainer	2019-02-13T18:45:58Z	Bard 2	Bard		2		13	10	9	10	11	11	13	16		Acrobatics|Perception|Deception|Performance|Persuasion	Rapier|Dagger	Friends*0|Dancing Lights*0|Disguise Self*1|Animal Friendship*1|Cure Wounds*1|Thunderwave*1|Identify*1	02 13 2019	Cha	United States	US		NA	NA	Human	Friends*0|Dancing Lights*0|Disguise Self*1|Animal Friendship*1|Cure Wounds*1|Thunderwave*1|Identify*1	Rapier|Dagger	1-3	clever_albattani
581b2a3	eeb5eed	39e7ea0d	701a56	Human	Custom	2019-02-11T22:48:31Z	Fighter 2	Fighter		2		16	18	14	14	14	13	13	13	neutral good	Nature|Animal Handling	Greatsword|Handaxe		02 11 2019	Int	Canada	CA	NG	NA	NA	Human		Greatsword|Handaxe	1-3	sweet_pare
	155706a	2e3d45d6	0f452f	Hill Dwarf	Rakdos cultist	2019-02-03T04:59:00Z	Cleric 2	Cleric	Tempest Domain	2		25	16	17	13	16	9	18	14	chaotic neutral	Acrobatics|Insight|Performance|Persuasion	Warhammer|Light hammer|Dagger	Vicious Mockery*0|Thaumaturgy*0|Guidance*0|Thunderwave*1|Fog Cloud*1|Dissonant Whispers*1|Healing Word*1|Bless*1|Detect Magic*1|Command*1	02 02 2019	Wis	Canada	CA	CN	NA	NA	Dwarf	Vicious Mockery*0|Thaumaturgy*0|Guidance*0|Thunderwave*1|Fog Cloud*1|Dissonant Whispers*1|Healing Word*1|Bless*1|Detect Magic*1|Command*1	Warhammer|Light hammer|Dagger	1-3	magical_yalow
13a1058	a9eccf1	9ba1cf56	8a0ce5	Tiefling	Criminal	2019-02-01T07:29:44Z	Rogue 2	Rogue		2		19	15	10	18	14	14	13	11		Acrobatics|Sleight of Hand|Stealth|Investigation|Perception|Deception	Rapier|Dagger|Crossbow, light	Thaumaturgy*0	01 31 2019	Int	Indonesia	ID		NA	NA	Tiefling	Thaumaturgy*0	Rapier|Dagger|Crossbow, Light	1-3	lucid_kalam
55b37cc	3c4080d	8fc4cb65	1ec72c	Shadow Elf	Folk Hero	2019-02-01T05:06:57Z	Rogue 2	Rogue		2		15	13	13	14	12	12	10	15		Sleight of Hand|Stealth|Animal Handling|Insight|Perception|Survival|Persuasion	Shortsword|Shortbow|Dagger		01 31 2019	Int	Australia	AU		NA	NA	Elf		Shortsword|Shortbow|Dagger	1-3	infallible_elion
	427a18e	6df5b80d	e8fdf0	Goliath	Urban Bounty Hunter	2019-01-26T17:44:56Z	Fighter 2	Fighter		2		20	14	17	14	14	8	10	12	Chaotic Neutral	Athletics|Stealth|Insight|Perception|Intimidation	Longbow|Halberd|Crossbow, Heavy|Handaxe		01 26 2019	Int	Canada	CA	CN	NA	NA	Goliath		Longbow|Halberd|Crossbow, Heavy|Handaxe	1-3	distracted_rosalind
