race,background,date,class,justClass,subclass,level,feats,HP,AC,Str,Dex,Con,Int,Wis,Cha,alignment,skills,weapons,spells,day,castingStat,country,countryCode,processedAlignment,good,lawful,processedRace,processedSpells,processedWeapons,levelGroup,alias,difficulty,classType,keyStats,primaryClass,primaryDifficulty,primaryClassType,primaryKeyStats
Human,Inheritor,2018-10-01T06:54:34Z,['Rogue 4'],['Rogue'],['Inquisitive'],4,"['Quick-Fingered', 'Observant']",40,14,8,17,14,10,15,12,,"['Sleight of Hand', 'Stealth', 'History', 'Investigation', 'Insight', 'Survival', 'Persuasion']",Rapier|Shortbow|Dagger,,09 30 2018,Int,Australia,AU,,,,Human,,"['Rapier', 'Shortbow', 'Dagger']",4-7,zealous_khayyam,Medium,Combat,Dex,Rogue,Medium,Combat,Dex
Protector Aasimar,Criminal,2018-09-30T17:44:39Z,['Ranger 4'],['Ranger'],['Gloom Stalker'],4,[nan],40,13,13,14,16,10,9,15,,"['Stealth', 'Insight', 'Perception', 'Survival', 'Deception']",Shortsword|Longbow,Disguise Self*1,09 30 2018,Wis,Canada,CA,,,,Aasimar,{'1': ['Disguise Self']},"['Shortsword', 'Longbow']",4-7,happy_williams,Easy,Hybrid,"['Wis', 'Dex']",Ranger,Easy,Hybrid,"['Wis', 'Dex']"
Wood Elf,Custom,2018-09-28T20:27:35Z,['Druid 4'],['Druid'],['Circle of the Shepherd'],4,[nan],28,14,14,12,12,14,18,8,,"['Nature', 'Animal Handling', 'Medicine', 'Perception', 'Survival']",Quarterstaff|Shortbow|Longsword,Thorn Whip*0|Guidance*0|Healing Word*1|Animal Friendship*1|Ice Knife*1|Cure Wounds*1|Beast Sense*2|Heat Metal*2,09 28 2018,Wis,United States,US,,,,Elf,"{'0': ['Thorn Whip', 'Guidance'], '1': ['Healing Word', 'Animal Friendship', 'Ice Knife', 'Cure Wounds'], '2': ['Beast Sense', 'Heat Metal']}","['Quarterstaff', 'Shortbow', 'Longsword']",4-7,quizzical_rosalind,Challenging,Magical,Wis,Druid,Challenging,Magical,Wis
Variant,Noble,2018-09-15T04:20:02Z,['Druid 4'],['Druid'],['Circle of the Shepherd'],4,['Elven Accuracy'],33,13,8,14,14,16,17,13,,"['Arcana', 'History', 'Animal Handling', 'Persuasion']",Spear|Scimitar,Prestidigitation*0|Druidcraft*0|Guidance*0|Produce Flame*0|Absorb Elements*1|Animal Friendship*1|Beast Bond*1|Create/Destroy Water*1|Cure Wounds*1|Detect Magic*1|Detect Poison/Disease*1|Earth Tremor*1|Entangle*1|Faerie Fire*1|Fog Cloud*1|Goodberry*1|Healing Word*1|Ice Knife*1|Jump*1|Longstrider*1|Purify Food/Drink*1|Snare*1|Speak With Animals*1|Thunderwave*1|Animal Messenger*2|Barkskin*2|Beastsense*2|Darkvision*2|Dust Devil*2|Earth Bind*2|Enhance Ability*2|Find Traps*2|Flame Blade*2|Flaming Sphere*2|Gust Of Wind*2|Healing Spirit*2|Heat Metal*2|Hold Person*2|Lesser Restoration*2|Locate Animals/Plants*2|Locate Object*2|Moon Beam*2|Pass Without Trace*2|Protection From Poison*2|Skywrite*2|Spike Growth*2|Warding Wind*2,09 14 2018,Wis,United States,US,,,,Half-Elf,"{'0': ['Prestidigitation', 'Druidcraft', 'Guidance', 'Produce Flame'], '1': ['Absorb Elements', 'Animal Friendship', 'Beast Bond', 'Create or Destroy Water', 'Cure Wounds', 'Detect Magic', 'Detect Poison and Disease', 'Earth Tremor', 'Entangle', 'Faerie Fire', 'Fog Cloud', 'Goodberry', 'Healing Word', 'Ice Knife', 'Jump', 'Longstrider', 'Purify Food and Drink', 'Snare', 'Speak with Animals', 'Thunderwave'], '2': ['Animal Messenger', 'Barkskin', 'Beast Sense', 'Darkvision', 'Dust Devil', 'Earthbind', 'Enhance Ability', 'Find Traps', 'Flame Blade', 'Flaming Sphere', 'Gust of Wind', 'Healing Spirit', 'Heat Metal', 'Hold Person', 'Lesser Restoration', 'Locate Animals or Plants', 'Locate Object', 'Moonbeam', 'Pass Without Trace', 'Protection from Poison', 'Skywrite', 'Spike Growth', 'Warding Wind']}","['Spear', 'Scimitar']",4-7,reverent_tharp,Challenging,Magical,Wis,Druid,Challenging,Magical,Wis
Firbolg,Folk Hero,2018-09-15T04:14:31Z,['Ranger 4'],['Ranger'],['Beast Conclave'],4,[nan],43,14,17,8,14,15,17,12,,"['Investigation', 'Animal Handling', 'Insight', 'Perception', 'Survival']",Javelin|Mace|Longbow,Animal Friendship*1|Beast Bond*1|Cure Wounds*1,09 14 2018,Wis,United States,US,,,,Firbolg,"{'1': ['Animal Friendship', 'Beast Bond', 'Cure Wounds']}","['Javelin', 'Mace', 'Longbow']",4-7,sleepy_feynman,Easy,Hybrid,"['Wis', 'Dex']",Ranger,Easy,Hybrid,"['Wis', 'Dex']"
Half Orc,Soldier,2018-09-15T01:41:01Z,['Fighter 4'],['Fighter'],['Battle Master'],4,[nan],34,16,16,10,16,8,14,8,chaotic neutral,"['Athletics', 'Stealth', 'Medicine', 'Perception', 'Intimidation']",Unarmed strike|Fire Mace,,09 14 2018,Int,United States,US,CN,,,Half-Orc,,"['Unarmed Strike', 'Mace']",4-7,brave_wiles,Easy,Combat,"['Str', 'Dex']",Fighter,Easy,Combat,"['Str', 'Dex']"
Human,Criminal,2018-09-09T22:06:19Z,['Rogue 4'],['Rogue'],['Scout'],4,"['Dungeon Delver', 'Lucky']",30,14,10,16,10,14,10,14,,"['Sleight of Hand', 'Stealth', 'Investigation', 'Nature', 'Perception', 'Survival', 'Deception', 'Persuasion']",Rapier|Shortbow|Dagger,,09 09 2018,Int,Canada,CA,,,,Human,,"['Rapier', 'Shortbow', 'Dagger']",4-7,sweet_austin,Medium,Combat,Dex,Rogue,Medium,Combat,Dex
Hill Dwarf,Hermit,2018-09-02T17:16:44Z,['Druid 4'],['Druid'],['Circle of the Moon'],4,[nan],37,14,13,12,16,10,18,8,,"['Nature', 'Religion', 'Medicine', 'Perception']",Club,Guidance*0,09 02 2018,Wis,United States,US,,,,Dwarf,{'0': ['Guidance']},['Club'],4-7,festive_shirley,Challenging,Magical,Wis,Druid,Challenging,Magical,Wis
Human,Far Traveler,2018-09-02T00:30:21Z,['Druid 4'],['Druid'],['Circle of Dreams'],4,[nan],37,16,1,17,14,20,20,20,,"['Arcana', 'Nature', 'Insight', 'Perception']",Scimitar,,09 01 2018,Wis,United States,US,,,,Human,,['Scimitar'],4-7,angry_swartz,Challenging,Magical,Wis,Druid,Challenging,Magical,Wis
Stout Halfling,Inheritor,2018-08-31T04:06:49Z,['Fighter 4'],['Fighter'],['Samurai'],4,['Great Weapon Master'],48,17,18,20,14,8,9,13,,"['History', 'Animal Handling', 'Insight', 'Perception', 'Survival']",Greatsword|Longbow|Dagger,,08 30 2018,Int,New Zealand,NZ,,,,Halfling,,"['Greatsword', 'Longbow', 'Dagger']",4-7,gifted_kilby,Easy,Combat,"['Str', 'Dex']",Fighter,Easy,Combat,"['Str', 'Dex']"
Warforged,Folk Hero,2018-08-27T22:45:05Z,['Fighter 4'],['Fighter'],['Champion'],4,"['Heavy Armor Master', 'Magic Initiate']",36,18,18,14,14,10,10,10,Neutral Good,"['Athletics', 'Animal Handling', 'Survival', 'Intimidation']","Greatsword|Unarmed strike|Crossbow, heavy|Handaxe|Maul",Create Bonfire*0|Dancing Lights*0|Find Familiar*1,08 27 2018,Int,United States,US,NG,,,Warforged,"{'0': ['Create Bonfire', 'Dancing Lights'], '1': ['Find Familiar']}","['Greatsword', 'Unarmed Strike', 'Crossbow, Heavy', 'Handaxe', 'Maul']",4-7,fervent_moser,Easy,Combat,"['Str', 'Dex']",Fighter,Easy,Combat,"['Str', 'Dex']"
Deep Gnome,Sage,2018-08-25T20:18:30Z,['Wizard 4'],['Wizard'],['School of Illusion'],4,[nan],32,12,10,14,15,18,10,10,,"['Arcana', 'History', 'Investigation', 'Insight']",Quarterstaff,Minor Illusion*0|Firebolt*0|Mage Hand*0|Frostbite*0|Mage Armor*1|Find Familiar*1|Mirror Image*1|Thunderwave*1|Suggestion*2|Misty Step*2|Alganazzar's Scorcher*2,08 25 2018,Int,United States,US,,,,Gnome,"{'0': ['Minor Illusion', 'Fire Bolt', 'Mage Hand', 'Frostbite'], '1': ['Mage Armor', 'Find Familiar', 'Thunderwave'], '2': ['Suggestion', 'Misty Step', ""Aganazzar's Scorcher""]}",['Quarterstaff'],4-7,trusting_yonath,Challenging,Magical,Int,Wizard,Challenging,Magical,Int
Protector Aasimar,Noble,2018-08-20T16:14:35Z,['Paladin 4'],['Paladin'],[nan],4,[nan],28,20,16,15,15,13,13,16,Neutral Good,"['History', 'Insight', 'Intimidation', 'Persuasion']",Longsword|Trident|Javelin|Unarmed strike,Light*0,08 20 2018,Cha,United States,US,NG,,,Aasimar,{'0': ['Light']},"['Longsword', 'Trident', 'Javelin', 'Unarmed Strike']",4-7,sleepy_carson,Easy,Hybrid,"['Str', 'Cha']",Paladin,Easy,Hybrid,"['Str', 'Cha']"
High Elf,Far Traveler,2018-08-19T18:21:39Z,['Wizard 4'],['Wizard'],['School of Abjuration'],4,[nan],22,14,10,19,13,18,12,13,,"['Arcana', 'Religion', 'Insight', 'Perception']",Dagger,Fire Bolt (1d10 120ft)*0|Ray Of Frost (1d8 60ft)*0|Mage Hand (10lbs 30ft)*0|Message (120ft)*0|Magic Missile (3d4+3 120ft)*1|Find Familiar*1|Shield (+5 AC 1rnd)*1|Mage Armor (+3 AC 8hrs)*1|Charm Person*1|Chromatic Orb (3d8)*1|Comprehend Language*1|Invisibility*2|Aganazzars Scorcher 3d8*2|Rope Trick*2|Phantasmal Force*2,08 19 2018,Int,United States,US,,,,Elf,"{'0': ['Fire Bolt', 'Ray of Frost', 'Mage Hand', 'Message'], '1': ['Magic Missile', 'Find Familiar', 'Shield', 'Mage Armor', 'Charm Person', 'Chromatic Orb', 'Comprehend Languages'], '2': ['Invisibility', ""Aganazzar's Scorcher"", 'Rope Trick', 'Phantasmal Force']}",['Dagger'],4-7,blissful_bartik,Challenging,Magical,Int,Wizard,Challenging,Magical,Int
Human,Sage,2018-08-19T17:59:18Z,['Ranger 4'],['Ranger'],['Beast Master'],4,[nan],25,12,13,13,8,15,15,10,,"['Stealth', 'Arcana', 'History', 'Investigation', 'Animal Handling', 'Perception']",Shortsword|Longbow|Dagger,Hunters Mark*1|Speak With Animals*1|Fog Cloud*1,08 19 2018,Wis,Canada,CA,,,,Human,"{'1': [""Hunter's Mark"", 'Speak with Animals', 'Fog Cloud']}","['Shortsword', 'Longbow', 'Dagger']",4-7,youthful_curie,Easy,Hybrid,"['Wis', 'Dex']",Ranger,Easy,Hybrid,"['Wis', 'Dex']"
Human,Haunted One,2018-08-18T19:11:02Z,['Sorcerer 4'],['Sorcerer'],['Shadow Magic'],4,[nan],26,11,10,12,14,13,15,17,Chaotic Neutral,"['Arcana', 'Investigation', 'Deception', 'Intimidation']",Sickle|Dagger,Chill Touch*0|Mage Hand*0|Minor Illusion*0|Prestidigation*0|Control Flames*0|Witch Bolt*1|Magic Missile*1|Darkness*2|Spider Climb*2|Blur*2|Enhance Ability*2,08 18 2018,Cha,United Kingdom,GB,CN,,,Human,"{'0': ['Chill Touch', 'Mage Hand', 'Minor Illusion', 'Prestidigitation', 'Control Flames'], '1': ['Witch Bolt', 'Magic Missile'], '2': ['Darkness', 'Spider Climb', 'Blur', 'Enhance Ability']}","['Sickle', 'Dagger']",4-7,boring_heyrovsky,Challenging,Magical,Cha,Sorcerer,Challenging,Magical,Cha
Stout Halfling,City Watch,2018-08-15T02:03:17Z,['Fighter 4'],['Fighter'],['Battle Master'],4,[nan],33,17,16,12,11,11,11,15,,"['Athletics', 'Insight', 'Survival', 'Intimidation']",Greataxe|Handaxe,,08 14 2018,Int,Canada,CA,,,,Halfling,,"['Greataxe', 'Handaxe']",4-7,mystifying_bhaskara,Easy,Combat,"['Str', 'Dex']",Fighter,Easy,Combat,"['Str', 'Dex']"
Half Orc,Hermit,2018-08-15T01:40:47Z,['Druid 4'],['Druid'],['Circle of the Moon'],4,[nan],36,15,16,14,16,12,18,13,,"['Religion', 'Animal Handling', 'Medicine', 'Perception', 'Intimidation']",Scimitar,,08 14 2018,Wis,Canada,CA,,,,Half-Orc,,['Scimitar'],4-7,blissful_roentgen,Challenging,Magical,Wis,Druid,Challenging,Magical,Wis
Human,Haunted One,2018-08-09T19:49:03Z,['Sorcerer 4'],['Sorcerer'],['Shadow Magic'],4,[nan],23,11,10,12,13,11,12,17,Chaotic Neutral,"['Arcana', 'Investigation', 'Deception', 'Intimidation']",Dagger|Dagger,Chill Touch*0|Mage Hand*0|Minor Illusion*0|Prestidigation*0|Control Flames*0|Witch Bolt*1|Magic Missile*1|Darkness*2|Spider Climb*2|Blur*2|Enhance Ability*2,08 09 2018,Cha,Greece,GR,CN,,,Human,"{'0': ['Chill Touch', 'Mage Hand', 'Minor Illusion', 'Prestidigitation', 'Control Flames'], '1': ['Witch Bolt', 'Magic Missile'], '2': ['Darkness', 'Spider Climb', 'Blur', 'Enhance Ability']}",['Dagger'],4-7,blissful_mclean,Challenging,Magical,Cha,Sorcerer,Challenging,Magical,Cha
Human,Criminal,2018-08-09T14:38:14Z,['Fighter 4'],['Fighter'],['Champion'],4,['Durable'],48,16,16,16,14,9,12,12,,"['Stealth', 'Insight', 'Deception', 'Intimidation']",Greatsword|Glaive|Handaxe,,08 09 2018,Int,Canada,CA,,,,Human,,"['Greatsword', 'Glaive', 'Handaxe']",4-7,angry_tesla,Easy,Combat,"['Str', 'Dex']",Fighter,Easy,Combat,"['Str', 'Dex']"
Dragonborn,Noble,2018-08-05T21:43:06Z,['Fighter 4'],['Fighter'],['Battle Master'],4,[nan],43,18,17,14,16,10,10,10,Neutral/Good,"['Athletics', 'Acrobatics', 'History', 'Persuasion']",Longsword|Handaxe,,08 05 2018,Int,United States,US,NG,,,Dragonborn,,"['Longsword', 'Handaxe']",4-7,objective_chandrasekhar,Easy,Combat,"['Str', 'Dex']",Fighter,Easy,Combat,"['Str', 'Dex']"
Human,Soldier,2018-08-03T02:00:18Z,['Paladin 4'],['Paladin'],['Oath of Vengeance'],4,"['Polearm Master', 'Sentinel']",36,17,16,10,14,8,8,16,LN,"['Athletics', 'Insight', 'Perception', 'Intimidation', 'Persuasion']",Glaive|Greatsword (Silvered)|Javelin|Glaive (Butt End),Bane*1|Hunter’s Mark*1|Bless*1|Ceremony*1|Command*1|Compelled Duel *1|Cure Wounds*1|Detect Evil and Good*1|Detect Magic*1|Detect Poison and Disease*1|Divine Favor*1|Heroism*1|Protection from Good and Evil*1|Purify Food and Drink*1|Searing Smite*1|Shield of Faith*1|Thunderous Smite*1|Wrathful Smite*1,08 02 2018,Cha,United States,US,LN,,,Human,"{'1': ['Bane', ""Hunter's Mark"", 'Bless', 'Ceremony', 'Command', 'Compelled Duel', 'Cure Wounds', 'Detect Evil and Good', 'Detect Magic', 'Detect Poison and Disease', 'Divine Favor', 'Heroism', 'Protection from Evil and Good', 'Purify Food and Drink', 'Searing Smite', 'Shield of Faith', 'Thunderous Smite', 'Wrathful Smite']}","['Glaive', 'Greatsword', 'Javelin']",4-7,hardcore_hellman,Easy,Hybrid,"['Str', 'Cha']",Paladin,Easy,Hybrid,"['Str', 'Cha']"
Human,Soldier,2018-08-02T05:14:39Z,['Paladin 4'],['Paladin'],['Oath of Vengeance'],4,"['Polearm Master', 'Great Weapon Master']",36,16,16,10,14,8,8,16,LN,"['Athletics', 'Insight', 'Perception', 'Intimidation', 'Persuasion']",Glaive|Halberd|Javelin,Bane*1|Hunter’s Mark*1,08 01 2018,Cha,United States,US,LN,,,Human,"{'1': ['Bane', ""Hunter's Mark""]}","['Glaive', 'Halberd', 'Javelin']",4-7,musing_payne,Easy,Hybrid,"['Str', 'Cha']",Paladin,Easy,Hybrid,"['Str', 'Cha']"
Dark Elf,Urban Bounty Hunter,2018-08-01T16:42:24Z,['Ranger 4'],['Ranger'],['Hunter'],4,[nan],28,14,10,16,10,12,14,16,Chaotic Neutral,"['Athletics', 'Stealth', 'Investigation', 'Insight', 'Perception', 'Deception']",Shortsword|Longbow,Dancing Lights*0|Hunter's Mark*1|Cure Wounds*1|Faerie Fire*1|Hail Of Thorns*1,08 01 2018,Wis,United Kingdom,GB,CN,,,Elf,"{'0': ['Dancing Lights'], '1': [""Hunter's Mark"", 'Cure Wounds', 'Faerie Fire', 'Hail of Thorns']}","['Shortsword', 'Longbow']",4-7,peaceful_lehmann,Easy,Hybrid,"['Wis', 'Dex']",Ranger,Easy,Hybrid,"['Wis', 'Dex']"
Half Orc,Outlander,2018-08-01T16:40:42Z,['Barbarian 4'],['Barbarian'],['Path of the Totem Warrior'],4,[nan],16,14,18,13,16,8,12,10,Chaotic Evil,"['Athletics', 'Nature', 'Perception', 'Survival', 'Intimidation']",Greataxe|Handaxe|Javelin|Maul,,08 01 2018,Int,Canada,CA,CE,,,Half-Orc,,"['Greataxe', 'Handaxe', 'Javelin', 'Maul']",4-7,bold_gauss,Easy,Combat,Str,Barbarian,Easy,Combat,Str
Human,Mercenary Veteran,2018-07-30T03:17:30Z,['Fighter 4'],['Fighter'],['Champion'],4,[nan],48,17,18,12,16,11,11,11,,"['Athletics', 'Acrobatics', 'Intimidation', 'Persuasion']","Blizzard Greatsword|Crossbow, light|Ray of Frost (1)|Ice Knife (2)|Snilloc's Snowball Swarm (4)",,07 29 2018,Str,United States,US,,,,Human,,"['Greatsword', 'Crossbow, Light']",4-7,practical_murdock,Easy,Combat,"['Str', 'Dex']",Fighter,Easy,Combat,"['Str', 'Dex']"
Half Orc,Outlander,2018-07-30T03:01:03Z,['Barbarian 4'],['Barbarian'],['Path of the Totem Warrior'],4,['Orcish Fury'],56,15,18,14,16,8,8,10,,"['Athletics', 'Animal Handling', 'Perception', 'Survival', 'Intimidation']",Stormsunder Greataxe|Handaxe|Javelin,,07 29 2018,Int,United States,US,,,,Half-Orc,,"['Greataxe', 'Handaxe', 'Javelin']",4-7,thirsty_minsky,Easy,Combat,Str,Barbarian,Easy,Combat,Str
Wood Elf,Hermit,2018-07-30T03:00:05Z,['Druid 4'],['Druid'],['Circle of the Moon'],4,['Savage Attacker'],36,14,8,10,15,13,16,12,,"['Nature', 'Religion', 'Animal Handling', 'Medicine', 'Perception']",Spear|Poison Spray|Thorn Whip|Heat Metal|Moonbeam,Poison Spray*0|Thorn Whip*0|Druidcraft*0|Beast Bond*1|Cure Wounds*1|Ice Knife*1|Snare*1|Barkskin*2|Heat Metal*2|Moonbeam*2,07 29 2018,Wis,United States,US,,,,Elf,"{'0': ['Poison Spray', 'Thorn Whip', 'Druidcraft'], '1': ['Beast Bond', 'Cure Wounds', 'Ice Knife', 'Snare'], '2': ['Barkskin', 'Heat Metal', 'Moonbeam']}","['Spear', 'Whip']",4-7,cocky_shirley,Challenging,Magical,Wis,Druid,Challenging,Magical,Wis
Forest Gnome,Sage,2018-07-30T02:53:31Z,['Wizard 4'],['Wizard'],['School of Evocation'],4,[nan],25,11,9,12,12,18,13,14,,"['Arcana', 'History', 'Investigation', 'Insight']",Fire Bolt|(1)Magic Missle (3x)|(1)Thunderwave|(1)Burning Hands|(1)Witch Bolt|(1)Ray of Sickness|(2)Aganazzar's Scorcher|(2)Melf's Acid Arrow|(2)Snilloc's SnowBall Swarm,Fire Bolt*0|Mending/2 lodestones/1min*0|TrueStrike/30ft/AdvNxtAtk*0|Mage Hand*0|Shield/R/+AC/untill next turn*1|Mage Armor/A/AC=13+Dex*1|Magic Missile/+5/3x1d4+1*1|Thunderwave/Con13/2d8*1|Burning Hands/Dex13/3d6*1|Detect Magic*1|Witch Bolt/+5/30ft/1d12*1|RaySickness/+5/60ft/2d8*1| Aganazzar's Scorcher*2|Melf's Acid Arrow*2|Scorching Ray*2|Snilloc's Snowball Swarm*2,07 29 2018,Int,Canada,CA,,,,Gnome,"{'0': ['Fire Bolt', 'True Strike', 'Mage Hand'], '1': ['Shield', 'Mage Armor', 'Magic Missile', 'Thunderwave', 'Burning Hands', 'Detect Magic', 'Witch Bolt', 'Ray of Sickness'], '2': [""Aganazzar's Scorcher"", ""Melf's Acid Arrow"", 'Scorching Ray', ""Snilloc's Snowball Swarm""]}",[nan],4-7,thirsty_stonebraker,Challenging,Magical,Int,Wizard,Challenging,Magical,Int
Half Elf,Charlatan,2018-07-29T16:49:12Z,['Rogue 4'],['Rogue'],[nan],4,['Weapon Master'],31,16,11,18,14,11,12,18,CG,"['Acrobatics', 'Sleight of Hand', 'Stealth', 'Investigation', 'Insight', 'Perception', 'Deception', 'Persuasion']",Shortsword|Shortsword|Dagger,,07 29 2018,Int,Canada,CA,CG,,,Half-Elf,,"['Shortsword', 'Dagger']",4-7,charming_darwin,Medium,Combat,Dex,Rogue,Medium,Combat,Dex
Tiefling,Haunted One,2018-07-29T15:19:04Z,['Warlock 4'],['Warlock'],['The Fiend'],4,[nan],30,11,10,11,14,12,12,20,,"['Arcana', 'Investigation', 'Deception', 'Intimidation']","Crossbow, light|Dagger|Eldrich Blast|(1st+)Burning Hands|(1st+)Witch Bolt|(1st+)Hellish Rebuke|(2nd+) Scorching Ray","EldrichBlast/+8/1d10+Cha*0|BladeWard/Act/resis (b,p,s)*0|TrueStrike/30ft/AdvNxtAtt*0|MageArmor/AC=13+Dex*0|Mending*0|BrninHnds/15ftc/DexSV/4d6*1|HelRbk/RA/60/DexSV/3d10*1|WitchBolt/A/30ft/+8/2d12*1|ScorchingRay/3x/+8/2d6ea*2|Misty Step(teleport 30ft)*2",07 29 2018,Cha,United States,US,,,,Tiefling,"{'0': ['Blade Ward', 'True Strike', 'Mending'], '1': ['Witch Bolt'], '2': ['Scorching Ray', 'Misty Step']}","['Crossbow, Light', 'Dagger']",4-7,peaceful_euclid,Medium,Magical,Cha,Warlock,Medium,Magical,Cha
Dark Elf,Criminal,2018-07-29T10:02:53Z,['Rogue 4'],['Rogue'],['Assassin'],4,[nan],25,15,8,18,11,12,12,14,,"['Athletics', 'Acrobatics', 'Stealth', 'Investigation', 'Perception', 'Deception', 'Performance']",Rapier|Whisper (Crit 17-20)|Dagger of Venom|Poison Strike,,07 29 2018,Int,United States,US,,,,Elf,,"['Rapier', 'Dagger']",4-7,elated_tharp,Medium,Combat,Dex,Rogue,Medium,Combat,Dex
Human,Folk Hero,2018-07-29T09:50:23Z,['Monk 4'],['Monk'],['Way of the Open Hand'],4,[nan],43,19,15,19,17,12,17,12,,"['Athletics', 'Acrobatics', 'Animal Handling', 'Survival']",Quarterstaff|Dart|Unarmed strike,,07 29 2018,Dex,United States,US,,,,Human,,"['Quarterstaff', 'Dart', 'Unarmed Strike']",4-7,stupefied_cray,Medium,Combat,"['Wis', 'Dex']",Monk,Medium,Combat,"['Wis', 'Dex']"
Hill Dwarf,Acolyte,2018-07-29T09:44:17Z,['Cleric 4'],['Cleric'],['Life Domain'],4,[nan],43,17,12,10,16,11,18,10,,"['History', 'Religion', 'Insight', 'Medicine']","Mace|Crossbow, light|Sacred Flame|(1st+)Guiding Bolt",ScrdFlm/A/60ft/DxSV/1d8*0|SpareDying/A/stablise target *0|  Guidance/+1d4 to 1 AblCk*0|Bless/A/30ft/(3x)+1d4AbCk*1|Cure Wounds/A/+HP=1d8+7*1|Sanctuary/Ba30Ward/WisSv*1|ShdFth/Ba60/+2AC/10min*1|GuidingBolt/+5/120ft/4d6*1|Lesser Restoration*2|Spiritual Weapon*2|PrayHeal/6x/+HP=2d8+Wis*2|Aid/ 3x/ +5 temp HP*2|Warding Bond*2,07 29 2018,Wis,United States,US,,,,Dwarf,"{'0': ['Guidance'], '1': ['Bless', 'Cure Wounds', 'Sanctuary', 'Guiding Bolt'], '2': ['Lesser Restoration', 'Spiritual Weapon', 'Aid', 'Warding Bond']}","['Mace', 'Crossbow, Light']",4-7,angry_meninsky,Medium,Hybrid,Wis,Cleric,Medium,Hybrid,Wis
Tabaxi,Outlander,2018-07-28T14:18:44Z,['Rogue 4'],['Rogue'],['Scout'],4,[nan],32,14,10,16,14,14,12,10,N,"['Athletics', 'Acrobatics', 'Sleight of Hand', 'Stealth', 'Investigation', 'Nature', 'Insight', 'Perception', 'Survival']",Shortsword|Shortbow|Dagger,,07 28 2018,Int,United States,US,NN,,,Tabaxi,,"['Shortsword', 'Shortbow', 'Dagger']",4-7,nostalgic_roentgen,Medium,Combat,Dex,Rogue,Medium,Combat,Dex
Tabaxi,Outlander,2018-07-28T14:17:44Z,['Monk 4'],['Monk'],['Way of the Kensei'],4,[nan],32,16,14,20,14,14,13,15,LG,"['Athletics', 'Acrobatics', 'Stealth', 'History', 'Perception', 'Survival']",Quarterstaff|Dart|Unarmed strike,,07 28 2018,Int,United States,US,LG,,,Tabaxi,,"['Quarterstaff', 'Dart', 'Unarmed Strike']",4-7,laughing_feistel,Medium,Combat,"['Wis', 'Dex']",Monk,Medium,Combat,"['Wis', 'Dex']"
Human,Barbarian Tribe Member,2018-07-28T14:15:21Z,['Druid 4'],['Druid'],['Circle of Dreams'],4,[nan],33,15,11,15,14,15,19,14,CN,"['Athletics', 'Arcana', 'Animal Handling', 'Survival']",Quarterstaff,Poison Spray *0|Resistance *0|Shillelagh*0|Charm Person*1|Cure Wounds*1|Faerie Fire*1|Detect Magic*1|Flaming Sphere *2|Heat Metal*2|Lesser Restoration *2,07 28 2018,Wis,United States,US,CN,,,Human,"{'0': ['Poison Spray', 'Resistance', 'Shillelagh'], '1': ['Charm Person', 'Cure Wounds', 'Faerie Fire', 'Detect Magic'], '2': ['Flaming Sphere', 'Heat Metal', 'Lesser Restoration']}",['Quarterstaff'],4-7,heuristic_goldstine,Challenging,Magical,Wis,Druid,Challenging,Magical,Wis
Human,Barbarian Tribe Member,2018-07-28T14:10:51Z,['Fighter 4'],['Fighter'],['Battle Master'],4,[nan],42,16,18,15,15,13,16,14,NG,"['Athletics', 'Acrobatics', 'Survival', 'Intimidation']",Longbow|Scimitar|Handaxe,,07 28 2018,Int,United States,US,NG,,,Human,,"['Longbow', 'Scimitar', 'Handaxe']",4-7,eager_shaw,Easy,Combat,"['Str', 'Dex']",Fighter,Easy,Combat,"['Str', 'Dex']"
Firbolg,Folk Hero,2018-07-26T03:31:17Z,['Cleric 4'],['Cleric'],['Trickery Domain'],4,['Inspiring Leader'],42,16,16,11,18,13,18,14,,"['History', 'Animal Handling', 'Insight', 'Survival']","Mace|Crossbow, light",Charm Person*1|Disguise Self*1|Mirror Image*2|Pass Without Trace*2,07 25 2018,Wis,United States,US,,,,Firbolg,"{'1': ['Charm Person', 'Disguise Self'], '2': ['Mirror Image', 'Pass Without Trace']}","['Mace', 'Crossbow, Light']",4-7,sharp_greider,Medium,Hybrid,Wis,Cleric,Medium,Hybrid,Wis
Stout Halfling,Charlatan,2018-07-21T17:51:57Z,['Bard 4'],['Bard'],['College of Lore'],4,[nan],39,14,8,16,14,10,12,17,Chaotic Neutral,"['Sleight of Hand', 'Arcana', 'Animal Handling', 'Insight', 'Perception', 'Deception', 'Performance', 'Persuasion']",Quarterstaff|Dagger,,07 21 2018,Cha,Belgium,BE,CN,,,Halfling,,"['Quarterstaff', 'Dagger']",4-7,reverent_hawking,Challenging,Hybrid,Cha,Bard,Challenging,Hybrid,Cha
